transaction_id,customer_id,date,amount,transaction_type
T050285,C02005,2023-07-11,13721,Loan Payment
T050286,C01284,2023-12-27,6524,Withdrawal
T050287,C02065,2023-09-03,18068,Deposit
T050288,C01662,2023-10-31,6420,Withdrawal
T050289,C01227,2023-10-26,12355,Withdrawal
T050290,C00045,2023-05-11,11230,Withdrawal
T050291,C01483,2023-04-15,42504,Loan Payment
T050292,C00445,2023-02-23,22824,Loan Payment
T050293,C02090,2023-04-27,10001,Deposit
T050294,C02478,2023-01-06,12534,Withdrawal
T050295,C02979,2023-11-29,2819,Deposit
T050296,C01369,2023-06-20,15082,Loan Payment
T050297,C02782,2023-04-16,8716,Withdrawal
T050298,C02459,2023-09-23,33878,Loan Payment
T050299,C00241,2023-11-12,5270,Loan Payment
T050300,C02155,2023-09-22,46556,Loan Payment
T050301,C01268,2023-01-26,12866,Withdrawal
T050302,C00789,2023-05-29,20465,Loan Payment
T050303,C01806,2023-11-25,11050,Deposit
T050304,C00421,2023-06-24,19331,Loan Payment
T050305,C01972,2023-06-16,12726,Withdrawal
T050306,C01157,2023-06-21,49382,Loan Payment
T050307,C01797,2023-07-08,10460,Loan Payment
T050308,C01450,2023-08-25,10350,Withdrawal
T050309,C00034,2023-06-04,3411,Withdrawal
T050310,C01776,2023-12-08,24923,Loan Payment
T050311,C01377,2023-12-08,26471,Loan Payment
T050312,C00589,2023-06-18,15868,Loan Payment
T050313,C02747,2023-10-24,14315,Withdrawal
T050314,C00570,2023-07-12,6556,Loan Payment
T050315,C00421,2023-12-02,15816,Deposit
T050316,C00703,2023-01-17,10111,Withdrawal
T050317,C02701,2023-06-25,1152,Withdrawal
T050318,C00507,2023-11-14,42249,Loan Payment
T050319,C02663,2023-12-20,13777,Withdrawal
T050320,C02706,2023-03-26,3058,Deposit
T050321,C02225,2023-12-27,22596,Loan Payment
T050322,C02467,2023-03-15,10780,Withdrawal
T050323,C00353,2023-06-14,13569,Deposit
T050324,C02628,2023-08-04,17277,Loan Payment
T050325,C00358,2023-01-31,13029,Deposit
T050326,C01304,2023-11-14,10843,Deposit
T050327,C02575,2023-02-28,30226,Loan Payment
T050328,C00060,2023-07-24,23230,Loan Payment
T050329,C02829,2023-08-11,11444,Deposit
T050330,C01359,2023-05-07,19348,Loan Payment
T050331,C00232,2023-04-02,8420,Withdrawal
T050332,C01561,2023-04-07,22367,Loan Payment
T050333,C01447,2023-10-14,24357,Loan Payment
T050334,C02025,2023-12-06,8878,Deposit
T050335,C00067,2023-04-05,29921,Loan Payment
T050336,C00075,2023-01-20,10136,Withdrawal
T050337,C01770,2023-01-18,10908,Withdrawal
T050338,C02143,2023-04-13,7224,Loan Payment
T050339,C00354,2023-01-18,36034,Loan Payment
T050340,C00108,2023-06-20,9691,Loan Payment
T050341,C02366,2023-07-03,24611,Loan Payment
T050342,C00026,2023-05-16,38097,Loan Payment
T050343,C00451,2023-05-14,26074,Loan Payment
T050344,C00514,2023-05-03,23871,Loan Payment
T050345,C02966,2023-10-27,6956,Loan Payment
T050346,C01734,2023-03-28,10040,Withdrawal
T050347,C01038,2023-12-05,672,Withdrawal
T050348,C02951,2023-10-10,2688,Withdrawal
T050349,C01706,2023-08-30,23019,Loan Payment
T050350,C00524,2023-11-19,1968,Withdrawal
T050351,C02817,2023-07-30,3040,Withdrawal
T050352,C00243,2023-03-13,8574,Loan Payment
T050353,C02778,2023-03-10,12388,Loan Payment
T050354,C00457,2023-06-11,2539,Withdrawal
T050355,C00561,2023-07-24,8006,Withdrawal
T050356,C02851,2023-01-06,7838,Loan Payment
T050357,C01663,2023-08-08,14124,Loan Payment
T050358,C01845,2023-05-22,10087,Withdrawal
T050359,C01811,2023-04-07,18341,Deposit
T050360,C00592,2023-12-20,4308,Withdrawal
T050361,C01882,2023-01-18,16896,Deposit
T050362,C02421,2023-09-17,2180,Withdrawal
T050363,C02504,2023-11-28,7180,Deposit
T050364,C02727,2023-10-09,1569,Deposit
T050365,C01307,2023-04-10,4161,Withdrawal
T050366,C02351,2023-08-18,5310,Withdrawal
T050367,C00684,2023-09-28,5755,Deposit
T050368,C01410,2023-02-27,46935,Loan Payment
T050369,C01099,2023-08-04,14678,Loan Payment
T050370,C00205,2023-10-29,5092,Withdrawal
T050371,C02769,2023-12-29,16842,Loan Payment
T050372,C01043,2023-08-06,16184,Deposit
T050373,C01554,2023-09-16,12602,Withdrawal
T050374,C01231,2023-06-22,42007,Loan Payment
T050375,C00378,2023-03-27,17455,Deposit
T050376,C00708,2023-03-14,35190,Loan Payment
T050377,C01236,2023-08-27,3484,Deposit
T050378,C01300,2023-10-14,36836,Loan Payment
T050379,C00771,2023-03-12,21659,Loan Payment
T050380,C02223,2023-03-03,38891,Loan Payment
T050381,C02851,2023-11-22,15948,Loan Payment
T050382,C01739,2023-08-17,14829,Deposit
T050383,C01029,2023-09-20,7085,Withdrawal
T050384,C00323,2023-11-05,41265,Loan Payment
T050385,C02788,2023-08-21,3395,Withdrawal
T050386,C00622,2023-06-25,4312,Withdrawal
T050387,C02464,2023-01-14,3087,Deposit
T050388,C02451,2023-12-09,6466,Withdrawal
T050389,C00993,2023-06-08,16237,Loan Payment
T050390,C00507,2023-12-23,2263,Withdrawal
T050391,C01178,2023-09-11,7560,Loan Payment
T050392,C01683,2023-02-08,4381,Deposit
T050393,C01538,2023-09-29,27021,Loan Payment
T050394,C02006,2023-08-29,14927,Withdrawal
T050395,C02165,2023-12-13,4453,Deposit
T050396,C00706,2023-09-26,1367,Deposit
T050397,C02020,2023-08-12,5730,Withdrawal
T050398,C00924,2023-04-30,4539,Withdrawal
T050399,C00706,2023-01-24,1033,Withdrawal
T050400,C02482,2023-12-12,17469,Loan Payment
T050401,C01244,2023-04-05,34271,Loan Payment
T050402,C02028,2023-06-29,3949,Withdrawal
T050403,C00312,2023-09-24,15090,Deposit
T050404,C00473,2023-03-17,37031,Loan Payment
T050405,C02911,2023-11-05,9333,Withdrawal
T050406,C00031,2023-10-19,13051,Withdrawal
T050407,C00228,2023-08-28,2751,Withdrawal
T050408,C02667,2023-05-25,3527,Withdrawal
T050409,C02323,2023-12-21,1734,Withdrawal
T050410,C00036,2023-05-27,12803,Deposit
T050411,C02338,2023-04-14,9276,Deposit
T050412,C02587,2023-04-03,1524,Deposit
T050413,C00176,2023-11-02,23317,Loan Payment
T050414,C01430,2023-09-05,35226,Loan Payment
T050415,C01277,2023-12-27,7940,Loan Payment
T050416,C02385,2023-11-20,3042,Withdrawal
T050417,C00915,2023-06-18,10465,Withdrawal
T050418,C02499,2023-11-03,49710,Loan Payment
T050419,C00609,2023-11-25,18319,Loan Payment
T050420,C00230,2023-04-21,16632,Deposit
T050421,C00580,2023-07-20,8455,Withdrawal
T050422,C00661,2023-11-21,3848,Withdrawal
T050423,C01369,2023-05-21,14753,Withdrawal
T050424,C00211,2023-10-11,23613,Loan Payment
T050425,C00730,2023-08-10,14451,Withdrawal
T050426,C02605,2023-08-22,6162,Deposit
T050427,C00419,2023-01-02,10492,Withdrawal
T050428,C01991,2023-12-18,14582,Deposit
T050429,C02038,2023-06-21,9123,Withdrawal
T050430,C00354,2023-06-17,5290,Withdrawal
T050431,C00299,2023-06-20,13595,Loan Payment
T050432,C00309,2023-08-14,15464,Deposit
T050433,C01335,2023-06-29,14441,Loan Payment
T050434,C00247,2023-01-04,14005,Withdrawal
T050435,C01450,2023-12-17,3195,Withdrawal
T050436,C02614,2023-01-31,13456,Deposit
T050437,C01070,2023-05-01,40935,Loan Payment
T050438,C00552,2023-03-20,6791,Deposit
T050439,C01647,2023-06-26,40591,Loan Payment
T050440,C00591,2023-07-18,11376,Loan Payment
T050441,C02724,2023-07-06,14130,Deposit
T050442,C01752,2023-12-17,11762,Loan Payment
T050443,C01933,2023-09-16,7955,Withdrawal
T050444,C01194,2023-01-03,32990,Loan Payment
T050445,C02410,2023-12-02,8217,Deposit
T050446,C00461,2023-06-26,34772,Loan Payment
T050447,C00853,2023-05-04,2827,Deposit
T050448,C00903,2023-07-10,14815,Deposit
T050449,C00005,2023-05-07,16765,Deposit
T050450,C01352,2023-11-28,15718,Loan Payment
T050451,C01509,2023-06-16,28450,Loan Payment
T050452,C01067,2023-07-04,7574,Deposit
T050453,C01032,2023-10-27,8962,Deposit
T050454,C00703,2023-08-13,5022,Withdrawal
T050455,C00823,2023-10-24,12271,Withdrawal
T050456,C00172,2023-12-04,2783,Withdrawal
T050457,C02858,2023-06-12,17986,Loan Payment
T050458,C01310,2023-08-09,20562,Loan Payment
T050459,C01534,2023-12-03,13874,Withdrawal
T050460,C00014,2023-02-14,14684,Withdrawal
T050461,C02200,2023-12-24,16937,Deposit
T050462,C00561,2023-06-26,1405,Withdrawal
T050463,C01544,2023-09-27,6772,Withdrawal
T050464,C02992,2023-02-27,6266,Deposit
T050465,C02313,2023-06-13,10920,Deposit
T050466,C01880,2023-10-01,38315,Loan Payment
T050467,C00538,2023-01-12,15093,Deposit
T050468,C02154,2023-01-01,6360,Loan Payment
T050469,C01686,2023-01-22,5075,Deposit
T050470,C01131,2023-10-04,4286,Withdrawal
T050471,C00856,2023-09-20,4190,Withdrawal
T050472,C01961,2023-08-27,5344,Withdrawal
T050473,C02632,2023-11-05,7500,Withdrawal
T050474,C00403,2023-04-29,4473,Withdrawal
T050475,C00759,2023-09-24,9943,Deposit
T050476,C00499,2023-04-17,4543,Deposit
T050477,C02339,2023-02-17,1803,Deposit
T050478,C02902,2023-06-26,2198,Deposit
T050479,C01239,2023-04-24,29815,Loan Payment
T050480,C01510,2023-05-05,9899,Loan Payment
T050481,C01298,2023-01-17,666,Withdrawal
T050482,C02057,2023-07-17,12034,Deposit
T050483,C00673,2023-04-10,1152,Withdrawal
T050484,C01456,2023-08-26,14863,Withdrawal
T050485,C00198,2023-10-18,41638,Loan Payment
T050486,C01392,2023-04-02,12048,Withdrawal
T050487,C00002,2023-07-21,13921,Withdrawal
T050488,C00676,2023-01-05,6885,Withdrawal
T050489,C01649,2023-08-14,17367,Loan Payment
T050490,C02162,2023-09-20,14885,Withdrawal
T050491,C02803,2023-04-28,15951,Deposit
T050492,C01362,2023-08-24,4183,Withdrawal
T050493,C00909,2023-10-06,1170,Withdrawal
T050494,C02390,2023-03-21,6389,Withdrawal
T050495,C00014,2023-01-04,38852,Loan Payment
T050496,C02847,2023-11-27,28649,Loan Payment
T050497,C01675,2023-04-08,16153,Deposit
T050498,C00268,2023-01-10,10277,Deposit
T050499,C01433,2023-01-05,9270,Deposit
T050500,C00041,2023-10-13,38233,Loan Payment
T050501,C00747,2023-03-19,4867,Deposit
T050502,C02003,2023-08-23,11981,Deposit
T050503,C01117,2023-03-13,24704,Loan Payment
T050504,C01628,2023-05-22,31956,Loan Payment
T050505,C01718,2023-05-07,9611,Loan Payment
T050506,C02248,2023-12-13,13138,Deposit
T050507,C00075,2023-04-18,19855,Loan Payment
T050508,C01008,2023-01-07,7309,Deposit
T050509,C00432,2023-07-04,4145,Deposit
T050510,C02641,2023-11-16,1085,Deposit
T050511,C01376,2023-11-08,27704,Loan Payment
T050512,C00639,2023-10-08,11812,Deposit
T050513,C01478,2023-05-11,15555,Loan Payment
T050514,C02011,2023-01-14,6883,Deposit
T050515,C02609,2023-03-09,8345,Deposit
T050516,C02500,2023-01-03,18349,Deposit
T050517,C00999,2023-06-13,19483,Loan Payment
T050518,C02922,2023-01-25,12213,Deposit
T050519,C02373,2023-05-17,10578,Deposit
T050520,C01349,2023-02-16,10064,Deposit
T050521,C00282,2023-08-04,18104,Deposit
T050522,C01817,2023-10-31,7102,Withdrawal
T050523,C01462,2023-04-16,17860,Deposit
T050524,C02981,2023-09-15,9152,Deposit
T050525,C01821,2023-03-09,39259,Loan Payment
T050526,C02648,2023-08-25,2130,Withdrawal
T050527,C01749,2023-07-07,8493,Withdrawal
T050528,C00427,2023-12-07,49125,Loan Payment
T050529,C00965,2023-01-08,10385,Deposit
T050530,C00667,2023-04-11,9806,Withdrawal
T050531,C00142,2023-11-17,8403,Withdrawal
T050532,C01534,2023-09-30,10850,Withdrawal
T050533,C01713,2023-08-01,24840,Loan Payment
T050534,C02832,2023-05-17,2265,Withdrawal
T050535,C01841,2023-09-04,15204,Deposit
T050536,C01219,2023-06-30,38357,Loan Payment
T050537,C01088,2023-03-05,4620,Deposit
T050538,C00324,2023-01-18,13386,Withdrawal
T050539,C00448,2023-03-09,3492,Withdrawal
T050540,C00353,2023-10-21,16814,Deposit
T050541,C02604,2023-04-19,3773,Withdrawal
T050542,C02597,2023-07-30,30309,Loan Payment
T050543,C02865,2023-07-22,44088,Loan Payment
T050544,C00635,2023-08-21,11497,Deposit
T050545,C02426,2023-10-07,11391,Loan Payment
T050546,C02395,2023-02-14,4858,Withdrawal
T050547,C00606,2023-11-16,13187,Loan Payment
T050548,C00043,2023-03-14,45320,Loan Payment
T050549,C02284,2023-06-29,6251,Deposit
T050550,C01187,2023-06-14,21237,Loan Payment
T050551,C01964,2023-12-09,10942,Deposit
T050552,C01538,2023-12-19,8051,Deposit
T050553,C01401,2023-04-08,23861,Loan Payment
T050554,C01813,2023-10-25,23083,Loan Payment
T050555,C02025,2023-10-29,1699,Deposit
T050556,C00903,2023-01-22,32219,Loan Payment
T050557,C00032,2023-07-11,37299,Loan Payment
T050558,C02061,2023-12-08,13001,Deposit
T050559,C01164,2023-11-07,9958,Withdrawal
T050560,C02748,2023-11-27,1664,Deposit
T050561,C01320,2023-11-02,5793,Deposit
T050562,C02038,2023-09-05,2580,Deposit
T050563,C01816,2023-04-26,1784,Withdrawal
T050564,C00381,2023-08-03,2165,Withdrawal
T050565,C02499,2023-10-04,8292,Deposit
T050566,C00381,2023-01-20,8762,Withdrawal
T050567,C01194,2023-03-11,7252,Withdrawal
T050568,C00120,2023-11-11,7778,Deposit
T050569,C02400,2023-01-31,6234,Loan Payment
T050570,C02310,2023-02-06,4679,Withdrawal
T050571,C02858,2023-03-22,4486,Withdrawal
T050572,C02814,2023-10-23,26699,Loan Payment
T050573,C00224,2023-10-09,8006,Withdrawal
T050574,C00759,2023-07-22,9950,Deposit
T050575,C00097,2023-05-05,36000,Loan Payment
T050576,C00812,2023-06-01,12572,Withdrawal
T050577,C00722,2023-06-05,17356,Deposit
T050578,C02833,2023-12-18,33894,Loan Payment
T050579,C02922,2023-06-30,33932,Loan Payment
T050580,C00572,2023-03-10,11625,Deposit
T050581,C01416,2023-09-10,12704,Deposit
T050582,C02246,2023-04-19,3881,Deposit
T050583,C02382,2023-01-05,17013,Deposit
T050584,C02444,2023-05-22,28345,Loan Payment
T050585,C01256,2023-10-30,11615,Loan Payment
T050586,C02304,2023-02-17,31761,Loan Payment
T050587,C02183,2023-02-17,2142,Withdrawal
T050588,C01451,2023-01-11,26323,Loan Payment
T050589,C01235,2023-02-24,2256,Deposit
T050590,C00795,2023-03-13,2047,Deposit
T050591,C00577,2023-10-04,14217,Withdrawal
T050592,C02540,2023-07-25,14125,Loan Payment
T050593,C02122,2023-10-10,14453,Deposit
T050594,C02384,2023-10-14,47571,Loan Payment
T050595,C00597,2023-04-25,9172,Loan Payment
T050596,C02120,2023-03-23,10334,Deposit
T050597,C01983,2023-02-02,9397,Withdrawal
T050598,C00971,2023-07-17,10917,Withdrawal
T050599,C00284,2023-12-16,16582,Deposit
T050600,C00687,2023-10-25,15266,Loan Payment
T050601,C00274,2023-11-09,11703,Withdrawal
T050602,C02390,2023-05-06,3107,Withdrawal
T050603,C00430,2023-12-20,3356,Deposit
T050604,C00743,2023-08-06,14399,Withdrawal
T050605,C02584,2023-08-02,31889,Loan Payment
T050606,C00698,2023-04-11,4998,Deposit
T050607,C02094,2023-03-18,2249,Withdrawal
T050608,C02963,2023-11-19,3435,Withdrawal
T050609,C02677,2023-02-13,7216,Withdrawal
T050610,C01274,2023-01-25,12299,Deposit
T050611,C01517,2023-07-18,36949,Loan Payment
T050612,C00282,2023-10-25,5872,Deposit
T050613,C01539,2023-03-24,36587,Loan Payment
T050614,C00514,2023-05-08,13392,Deposit
T050615,C02727,2023-08-01,14402,Withdrawal
T050616,C02284,2023-03-12,9200,Withdrawal
T050617,C00777,2023-07-24,45164,Loan Payment
T050618,C02232,2023-01-10,4347,Withdrawal
T050619,C00906,2023-12-21,12173,Withdrawal
T050620,C00239,2023-10-12,13816,Withdrawal
T050621,C02635,2023-12-04,4053,Withdrawal
T050622,C00565,2023-04-05,28116,Loan Payment
T050623,C01237,2023-09-01,8911,Withdrawal
T050624,C00897,2023-01-29,5610,Withdrawal
T050625,C00891,2023-07-28,47755,Loan Payment
T050626,C02866,2023-08-18,5176,Deposit
T050627,C01799,2023-11-13,4388,Withdrawal
T050628,C00481,2023-02-18,15496,Deposit
T050629,C02455,2023-03-31,1183,Withdrawal
T050630,C00083,2023-06-08,7200,Deposit
T050631,C01714,2023-07-10,9642,Withdrawal
T050632,C02943,2023-01-08,19384,Deposit
T050633,C02764,2023-04-08,3284,Withdrawal
T050634,C02003,2023-02-03,4034,Withdrawal
T050635,C00920,2023-08-25,2253,Withdrawal
T050636,C00308,2023-01-27,38398,Loan Payment
T050637,C02580,2023-10-31,38326,Loan Payment
T050638,C02417,2023-12-26,13642,Withdrawal
T050639,C00729,2023-06-01,5043,Deposit
T050640,C02511,2023-08-17,11575,Withdrawal
T050641,C00259,2023-04-18,12101,Withdrawal
T050642,C00297,2023-10-23,21839,Loan Payment
T050643,C01579,2023-06-11,13919,Deposit
T050644,C00529,2023-11-15,12325,Withdrawal
T050645,C00333,2023-07-15,19439,Deposit
T050646,C02346,2023-03-10,8610,Deposit
T050647,C01964,2023-02-28,1571,Deposit
T050648,C00369,2023-07-02,8013,Loan Payment
T050649,C00134,2023-04-09,1847,Withdrawal
T050650,C02374,2023-12-06,8918,Deposit
T050651,C01265,2023-01-18,40683,Loan Payment
T050652,C02565,2023-08-13,4966,Deposit
T050653,C01229,2023-11-05,49333,Loan Payment
T050654,C01488,2023-09-22,43049,Loan Payment
T050655,C00760,2023-07-10,1604,Withdrawal
T050656,C02965,2023-12-10,3448,Withdrawal
T050657,C01302,2023-09-01,4038,Withdrawal
T050658,C01970,2023-05-11,14554,Loan Payment
T050659,C02896,2023-06-30,10744,Deposit
T050660,C02433,2023-10-29,46354,Loan Payment
T050661,C01871,2023-06-25,48119,Loan Payment
T050662,C00320,2023-10-21,8151,Withdrawal
T050663,C00635,2023-12-31,25150,Loan Payment
T050664,C02145,2023-11-27,18976,Deposit
T050665,C01419,2023-11-18,4783,Withdrawal
T050666,C00184,2023-03-31,14843,Deposit
T050667,C01164,2023-02-04,13160,Withdrawal
T050668,C01277,2023-02-25,12584,Withdrawal
T050669,C00331,2023-07-14,8287,Loan Payment
T050670,C00361,2023-03-05,4828,Deposit
T050671,C00439,2023-05-06,7522,Withdrawal
T050672,C00021,2023-03-04,5666,Withdrawal
T050673,C00701,2023-06-06,11785,Withdrawal
T050674,C01572,2023-07-28,6022,Deposit
T050675,C00941,2023-02-24,14760,Loan Payment
T050676,C01843,2023-03-14,49074,Loan Payment
T050677,C00948,2023-05-21,3875,Withdrawal
T050678,C02696,2023-09-15,6925,Deposit
T050679,C01608,2023-08-05,8056,Deposit
T050680,C00279,2023-06-09,4875,Withdrawal
T050681,C00406,2023-04-04,13928,Loan Payment
T050682,C00786,2023-05-22,37545,Loan Payment
T050683,C00022,2023-02-21,7481,Withdrawal
T050684,C00677,2023-05-07,10417,Deposit
T050685,C00882,2023-03-18,1994,Withdrawal
T050686,C01262,2023-02-22,39226,Loan Payment
T050687,C01239,2023-09-20,42479,Loan Payment
T050688,C02615,2023-02-27,13533,Deposit
T050689,C00746,2023-11-12,11670,Deposit
T050690,C02165,2023-01-03,8430,Withdrawal
T050691,C00871,2023-10-26,14612,Withdrawal
T050692,C02586,2023-08-30,4846,Withdrawal
T050693,C02370,2023-07-11,38117,Loan Payment
T050694,C02811,2023-06-11,17862,Deposit
T050695,C00616,2023-08-18,17891,Deposit
T050696,C00857,2023-03-24,29443,Loan Payment
T050697,C00767,2023-03-06,38285,Loan Payment
T050698,C01204,2023-12-28,1914,Deposit
T050699,C01644,2023-06-22,5990,Withdrawal
T050700,C01582,2023-03-29,1617,Deposit
T050701,C00262,2023-09-19,1503,Withdrawal
T050702,C01399,2023-04-14,7646,Withdrawal
T050703,C01415,2023-06-11,45232,Loan Payment
T050704,C00904,2023-03-10,5715,Deposit
T050705,C00138,2023-06-08,8154,Deposit
T050706,C00194,2023-07-02,1909,Withdrawal
T050707,C02289,2023-05-08,1070,Withdrawal
T050708,C02449,2023-02-11,13815,Withdrawal
T050709,C01012,2023-08-08,28700,Loan Payment
T050710,C02842,2023-01-10,992,Withdrawal
T050711,C01619,2023-10-14,1633,Withdrawal
T050712,C02463,2023-05-19,18811,Deposit
T050713,C01205,2023-12-26,7370,Withdrawal
T050714,C01747,2023-11-23,19256,Deposit
T050715,C01687,2023-03-06,18710,Deposit
T050716,C01293,2023-09-02,9468,Deposit
T050717,C00439,2023-12-20,1535,Withdrawal
T050718,C00632,2023-05-11,23788,Loan Payment
T050719,C00406,2023-08-10,11991,Withdrawal
T050720,C01049,2023-09-21,47062,Loan Payment
T050721,C02132,2023-04-19,40771,Loan Payment
T050722,C01605,2023-08-26,4928,Withdrawal
T050723,C00449,2023-02-23,37423,Loan Payment
T050724,C01841,2023-07-20,3189,Deposit
T050725,C01691,2023-07-03,7337,Deposit
T050726,C02893,2023-09-28,6119,Withdrawal
T050727,C01624,2023-03-08,29613,Loan Payment
T050728,C00272,2023-06-15,19852,Deposit
T050729,C02523,2023-07-26,9335,Deposit
T050730,C01640,2023-03-21,13189,Deposit
T050731,C00932,2023-01-05,21205,Loan Payment
T050732,C02354,2023-01-03,5259,Deposit
T050733,C02196,2023-10-26,4036,Withdrawal
T050734,C02859,2023-09-13,7628,Deposit
T050735,C02525,2023-10-09,15188,Deposit
T050736,C01729,2023-04-21,1140,Withdrawal
T050737,C02695,2023-05-06,12400,Withdrawal
T050738,C02984,2023-05-04,10816,Deposit
T050739,C00325,2023-07-22,12206,Withdrawal
T050740,C01334,2023-11-27,17704,Loan Payment
T050741,C02006,2023-12-25,9619,Withdrawal
T050742,C00527,2023-05-15,46662,Loan Payment
T050743,C02216,2023-08-25,6234,Loan Payment
T050744,C00157,2023-12-26,17522,Deposit
T050745,C01208,2023-01-25,27476,Loan Payment
T050746,C02383,2023-10-13,5592,Deposit
T050747,C02071,2023-03-11,3251,Withdrawal
T050748,C01581,2023-03-13,48731,Loan Payment
T050749,C00694,2023-03-24,5759,Withdrawal
T050750,C02962,2023-12-02,13367,Deposit
T050751,C00072,2023-05-25,6901,Withdrawal
T050752,C00086,2023-03-10,48839,Loan Payment
T050753,C02576,2023-11-13,2145,Withdrawal
T050754,C00529,2023-09-08,5980,Withdrawal
T050755,C01792,2023-04-04,7482,Withdrawal
T050756,C02849,2023-02-19,12298,Loan Payment
T050757,C02275,2023-03-04,17032,Deposit
T050758,C01078,2023-04-19,48338,Loan Payment
T050759,C02460,2023-04-03,17438,Deposit
T050760,C01086,2023-12-25,14629,Withdrawal
T050761,C00874,2023-08-26,3701,Withdrawal
T050762,C00989,2023-10-22,8221,Deposit
T050763,C01486,2023-05-08,9270,Withdrawal
T050764,C02081,2023-01-23,17353,Deposit
T050765,C02869,2023-03-25,2345,Withdrawal
T050766,C01394,2023-03-02,4981,Deposit
T050767,C01149,2023-05-29,25346,Loan Payment
T050768,C00030,2023-07-10,8354,Withdrawal
T050769,C00224,2023-09-20,1167,Withdrawal
T050770,C02708,2023-08-12,2568,Withdrawal
T050771,C01468,2023-06-19,35108,Loan Payment
T050772,C00117,2023-02-28,4634,Deposit
T050773,C02257,2023-10-29,3951,Deposit
T050774,C00128,2023-05-01,5138,Withdrawal
T050775,C02266,2023-05-12,7687,Deposit
T050776,C01525,2023-01-20,33277,Loan Payment
T050777,C00223,2023-12-06,7560,Loan Payment
T050778,C01248,2023-09-28,5550,Loan Payment
T050779,C00550,2023-04-11,25263,Loan Payment
T050780,C01260,2023-09-25,4313,Deposit
T050781,C00302,2023-01-20,15436,Deposit
T050782,C02437,2023-01-14,719,Withdrawal
T050783,C02264,2023-04-17,5397,Deposit
T050784,C01927,2023-03-03,22275,Loan Payment
T050785,C00704,2023-12-05,9824,Deposit
T050786,C02637,2023-04-21,10990,Deposit
T050787,C02475,2023-12-19,24119,Loan Payment
T050788,C01100,2023-06-04,26332,Loan Payment
T050789,C00810,2023-02-15,18027,Deposit
T050790,C00607,2023-05-07,12522,Withdrawal
T050791,C01538,2023-07-03,18143,Loan Payment
T050792,C02251,2023-10-28,17610,Loan Payment
T050793,C02822,2023-01-05,4872,Deposit
T050794,C02169,2023-03-26,14505,Deposit
T050795,C00875,2023-11-13,29483,Loan Payment
T050796,C02373,2023-04-21,7166,Loan Payment
T050797,C02165,2023-12-10,47702,Loan Payment
T050798,C02145,2023-03-05,37934,Loan Payment
T050799,C00428,2023-11-03,45467,Loan Payment
T050800,C01931,2023-05-13,2208,Withdrawal
T050801,C02183,2023-11-21,46916,Loan Payment
T050802,C02775,2023-07-18,10899,Deposit
T050803,C02734,2023-01-28,2999,Deposit
T050804,C01420,2023-02-26,22060,Loan Payment
T050805,C02236,2023-12-05,9820,Deposit
T050806,C01035,2023-06-08,12777,Withdrawal
T050807,C02915,2023-08-20,3333,Withdrawal
T050808,C00344,2023-04-06,11072,Withdrawal
T050809,C02255,2023-10-18,27678,Loan Payment
T050810,C02395,2023-02-13,8114,Deposit
T050811,C01397,2023-06-05,14661,Withdrawal
T050812,C01362,2023-04-18,14331,Withdrawal
T050813,C02025,2023-03-02,1816,Withdrawal
T050814,C00701,2023-07-04,5064,Withdrawal
T050815,C02725,2023-01-04,28540,Loan Payment
T050816,C00619,2023-03-09,37179,Loan Payment
T050817,C02591,2023-05-07,3444,Deposit
T050818,C02463,2023-02-13,6362,Withdrawal
T050819,C00793,2023-02-11,9793,Deposit
T050820,C01212,2023-11-16,3553,Deposit
T050821,C02270,2023-03-01,14610,Withdrawal
T050822,C00128,2023-07-22,33899,Loan Payment
T050823,C02525,2023-04-26,8927,Deposit
T050824,C02462,2023-09-12,6270,Withdrawal
T050825,C01021,2023-09-04,2265,Deposit
T050826,C00670,2023-08-09,10596,Withdrawal
T050827,C02067,2023-07-19,920,Withdrawal
T050828,C02046,2023-12-13,27026,Loan Payment
T050829,C01529,2023-01-08,10372,Loan Payment
T050830,C00893,2023-07-08,49976,Loan Payment
T050831,C01181,2023-05-17,36879,Loan Payment
T050832,C01487,2023-01-26,10741,Withdrawal
T050833,C00335,2023-05-10,1088,Deposit
T050834,C02599,2023-05-27,15135,Loan Payment
T050835,C02899,2023-04-17,7825,Withdrawal
T050836,C00193,2023-09-22,3765,Withdrawal
T050837,C00487,2023-12-11,9854,Deposit
T050838,C01622,2023-01-05,8900,Withdrawal
T050839,C01537,2023-02-24,11751,Withdrawal
T050840,C00262,2023-03-20,19980,Deposit
T050841,C00214,2023-02-05,22924,Loan Payment
T050842,C00651,2023-01-22,10340,Deposit
T050843,C01709,2023-01-08,8273,Withdrawal
T050844,C02953,2023-02-01,41329,Loan Payment
T050845,C02561,2023-06-24,49337,Loan Payment
T050846,C02420,2023-08-02,10958,Deposit
T050847,C02902,2023-08-15,12416,Withdrawal
T050848,C01846,2023-11-29,3797,Deposit
T050849,C02839,2023-06-28,1423,Withdrawal
T050850,C02580,2023-09-29,28971,Loan Payment
T050851,C01104,2023-01-08,10475,Deposit
T050852,C00474,2023-08-20,12888,Withdrawal
T050853,C01651,2023-08-16,4428,Withdrawal
T050854,C01407,2023-01-01,12507,Deposit
T050855,C01134,2023-06-08,12683,Withdrawal
T050856,C01008,2023-11-23,24233,Loan Payment
T050857,C02768,2023-04-19,8467,Deposit
